,price,funding,cost,traded,hours_held,long_pnl,short_pnl,stops
BILLUSDT,58.23438194703184,0.30908479346932954,0.4539629950134307,1177.9092767455775,864.0,0.0,58.23438194703184,0.0
BIOUSDT,130.57153777633226,-1.061073873946031,2.749270485087344,7275.107191158867,3600.0,79.07799311371609,51.49354466261663,0.0
BIRBUSDT,49.85348096912586,-22.393062000647852,0.34142656135009186,845.629420196589,408.0,0.0,49.85348096912586,0.0
BLESSUSDT,-672.2157917509813,8.021012477297218,1.720249064645901,4445.321356937139,1344.0,-14.080654385197839,-658.1351373657837,0.0
BLUAIUSDT,38.313963257195155,1.0876347265933186,0.6577343282970325,1540.7474759074762,528.0,5.38903009592577,32.924933161269344,0.0
BLUEBIRDUSDT,2.2973598964790645,-0.03436767192110532,0.056727259685081764,134.82532657306763,72.0,2.2973598964790645,0.0,0.0
BLURUSDT,-58.605940666373954,1.1141470366921946,4.645414949605957,12407.815274069779,7032.0,-51.973424064098396,-6.63251660227538,0.0
BLZUSDT,-26.412483220873437,66.91641807101823,7.2150134186756425,18863.811229772316,10776.0,33.40075067407783,-59.8132338949514,0.0
BMNRUSDT,9.313585944681034,-0.005965625641161388,0.21587629478241266,563.386042789292,120.0,9.313585944681034,0.0,0.0
BMTUSDT,43.592685442650726,-3.8118029541336536,1.0707971120234487,2827.2468838464815,1200.0,-13.693190895892602,57.285876338543325,0.0
BNBUSDT,-271.6067629604012,62.50754447418245,25.63777550151752,76009.48930838364,38351.0,-309.86321206731253,38.25644910690918,0.0
BNCUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BNTUSDT,88.78717668824721,-8.73640287923739,1.0125778645808228,2664.8630933995382,1296.0,22.56682350421249,66.22035318403466,0.0
BNXUSDT,-38.26030560591613,-8.913313510462046,6.019959982798732,15733.128796744746,9525.0,13.368706939071657,-51.629012544987475,0.0
BOBUSDT,9.677820713162747,0.497541017057022,0.19468279891794824,458.7828945399351,96.0,0.0,9.677820713162747,0.0
BOMEUSDT,-18.82839765175535,6.940507992979313,3.2117823392976854,8819.435053429108,5904.0,23.687069705064236,-42.51546735681945,0.0
BONDUSDT,84.04078846554744,1.038736966216732,1.3878339613677535,3661.7327676274035,2208.0,-6.080606175398516,90.12139464094597,0.0
BOTUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRETTUSDT,48.41500706672452,0.6517541529079703,2.0557241558127024,5249.529609126083,2064.0,2.9660896721936014,45.44891739453089,0.0
BREVUSDT,14.84045132989302,-9.90818014243118,0.17238341095778836,441.22760591926897,288.0,0.0,14.84045132989302,0.0
BRKBUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROCCOLI714USDT,51.89509220166781,1.6956382673749537,1.1784705369091248,3095.9547708250243,1200.0,-1.9778727046286928,53.872964906296545,0.0
BROCCOLIF3BUSDT,14.78080493674921,-3.2153751580610757,0.729663326902325,1878.3277995965022,815.0,0.0,14.78080493674921,0.0
BRUSDT,-57.8741282793938,0.9803407472831717,0.8442873122858239,2190.3749581915417,912.0,2.3606978080759804,-60.23482608746977,0.0
BSBUSDT,-242.06115759708206,5.410028424462912,1.0484715434747107,2862.606885171563,1512.0,-79.35327829537015,-162.70787930171124,0.0
BSPUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSVUSDT,35.269479068122415,-2.3801892421207578,1.0670484590580964,2782.9824344374097,1392.0,26.573854029683044,8.695625038439335,0.0
BSWUSDT,-67.30737848749148,1.3996608477706827,0.7769748146398254,2067.187780324752,864.0,-29.558417596801295,-37.74896089069014,0.0
BTCDOMUSDT,5.989146960055014,8.239387376302778,5.3947982168314965,13396.628852779482,5712.0,17.610476474765452,-11.621329514710453,0.0
BTCSTUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTCUSDT,1168.6109094640024,-157.03184384799943,67.53848359757339,201607.41300668265,39503.0,584.4078859902297,584.2030234737771,0.0
BTRUSDT,-55.68446168051391,-5.061581820880018,0.6765138896981555,1773.4858875201394,767.0,-4.379681279471812,-51.304780401042045,0.0
BTSUSDT,35.9428491724135,0.7823600041950596,1.6646860657082323,4117.463879103265,2304.0,4.280248951157242,31.662600221256316,0.0
BTTUSDT,11.359434330924747,-0.2894390181409703,0.27486890800862257,646.0037286955306,336.0,10.945234940545353,0.41419939037939135,0.0
BTWUSDT,-41.97823880331761,6.550510197773748,0.5331004416995231,1397.8249783443284,575.0,0.0,-41.97823880331761,0.0
BULLAUSDT,57.1255351191994,12.831972571808016,0.9793221210882912,2498.921218247243,984.0,3.365605843495985,53.75992927570344,0.0
BUSDT,-106.15447562909823,7.160322463158474,2.0974222584464406,5217.128564484593,2064.0,2.98955235040051,-109.14402797949882,0.0
BZRXUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BZUSDT,-28.1717193304148,-0.7920536470851607,0.9824619454247011,2848.4787417630555,1584.0,3.392588263092335,-31.564307593507085,0.0
C98USDT,-6.347465883856086,-3.5090941988661375,8.41423262779873,21957.20600002805,11808.0,61.48891543522502,-67.83638131908086,0.0
CAKEUSDT,-91.40109604986584,-0.42148950251176615,2.9313645568984126,7643.641282444667,4391.0,-79.47188650790613,-11.929209541959555,0.0
CAPUSDT,-6.984826594947652,-0.0690266349406913,0.15492138163647504,381.61236572538917,264.0,0.0,-6.984826594947652,0.0
CARVUSDT,5.219396719786524,0.04882421896584308,0.017996567114286897,42.64910358322808,72.0,0.0,5.219396719786524,0.0
CATIUSDT,90.58344011391623,1.647922956174186,1.0172774585314797,2733.4389016515006,1584.0,-10.625106753239733,101.208546867156,0.0
CATUSDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBRSUSDT,-4.227190531669412,0.14399406713777413,0.6897089446670708,1725.8447809700372,1152.0,0.0,-4.227190531669412,0.0
CCUSDT,77.17832873182707,-0.5411728676545917,1.0808900153621028,2784.0282051942872,936.0,63.39265421984367,13.785674511983373,0.0
CELOUSDT,37.347347976628235,5.522925740938548,8.427160592861428,22158.200530127768,13992.0,-84.63347452186817,121.9808224984962,0.0
CELRUSDT,73.75459275041393,-1.1288590588745921,4.897379122070726,12689.97321860389,7776.0,83.23158988658028,-9.476997136166489,0.0
CETUSUSDT,66.82164713421784,0.035747816060816506,0.6180316114095908,1591.4173485913075,864.0,-1.4463872374074433,68.26803437162528,0.0
CFGUSDT,0.5029276170924702,-0.3267260555550774,0.3558398963311782,891.3720042016242,504.0,0.0,0.5029276170924702,0.0
CFXUSDT,-139.4606470747662,7.886212617714135,5.151969245112997,14273.978602458732,10152.0,-35.28143857294625,-104.17920850181939,0.0
CGPTUSDT,15.810932980659056,0.30493523722706956,0.23993656173579092,622.2004629758131,648.0,0.0,15.810932980659056,0.0
CHESSUSDT,64.78980092396529,6.3365650246337015,0.7552635725402592,1747.3699490653846,648.0,-2.9067432497103254,67.69654417367563,0.0
