symbol,date,turnover_usd,n_trades,med_trade_usd,vwap,eff_spread_med_bps,eff_spread_p75_bps,cross_spread_med_bps,n_pairs,tick_bps,roll_bps,hourly_turnover_med,hourly_turnover_min
JUPUSDT,2026-05-20,7757567.072730001,150222,20.26168,0.20823217612352002,0.9489016463453053,1.9086701340846612,0.515185080581722,11005,0.48023317943190513,5.979186020603354,245651.880415,64426.59654
STXUSDT,2026-08-12,1244035.31251,12693,35.369,0.12362483448977739,0.0,8.110300081103233,8.116883116883349,656,8.088989596039301,1.6228024001979557,29667.756005000003,7775.33446
STXUSDT,2026-05-20,1490261.48585,18276,20.529305,0.24067490421487184,4.0966816878335415,4.188482226724108,4.170141784820803,564,4.154982436835629,0.0,45776.628465,10871.802
ALGOUSDT,2026-08-12,4670308.836847001,73780,14.99664,0.07994832421884847,1.246183567677413,1.2688342623557174,1.2642225031609433,2074,1.2508079559769611,0.0,129614.42717450002,63526.361114
ALGOUSDT,2026-05-20,11415916.47077,188057,10.439664,0.11574075975925426,0.8633341966671952,1.7146776406029018,0.8777319406661985,8095,0.8639998580272458,0.0,407028.500023,184522.069896
SANDUSDT,2026-08-12,2063653.3265699998,28305,15.011399999999998,0.039306115407056245,2.534854245881638,2.6253609871365353,2.5906735751303267,1173,2.544133373760186,4.8038450309677065,55684.58159,24087.57627
SANDUSDT,2026-05-20,2351600.00771,28433,25.93136,0.07152568699257209,1.393631112612545,1.4262283609119182,1.4029180695861394,1374,1.3980991194163042,0.0,81121.50528,39012.8301
MANAUSDT,2026-08-12,372398.997118,6863,12.638756,0.06521962718126001,1.5750518143417382,4.6765478971966115,3.057169132882952,308,1.5332807671843744,0.0,8568.366452999999,1224.906548
MANAUSDT,2026-05-20,366962.234083,9465,5.998739999999999,0.08890545039060765,2.2511118356522197,4.481419178473727,3.341501447984211,276,1.1247904325393943,2.9603727675689497,15401.73783,4803.720916
GALAUSDT,2026-08-12,3404825.987426,25489,19.730588,0.0016847196309638733,5.8997050147500465,6.108735491752693,6.060606060605551,940,5.9357057496135965,5.908601045707465,96429.087917,43610.928611
GALAUSDT,2026-05-20,5759349.075111999,51847,14.378298,0.0033735840871613994,0.0,2.968239833778963,2.9708853238268946,2688,2.964206535729539,2.5845594995581522,211042.37567500002,101258.470882
AXSUSDT,2026-08-12,2417864.71558,36284,38.264005,0.8890663705618288,1.1741223435480683,3.350645009611783,2.285583688394544,1743,1.12477541959883,4.152463844357582,78182.02877500001,24024.321630000002
AXSUSDT,2026-05-20,2748114.5317199994,45944,30.400019999999998,1.194988636870916,0.8425309630127978,1.6859141869691014,0.844737286703742,2554,0.8368280409915824,0.0,103016.81307999999,31145.43255
CHZUSDT,2026-08-12,845183.59556,7163,33.13284,0.012508119381217304,7.999999999999674,8.163265306122824,8.103727714748455,395,7.994806969156367,5.501030392853016,20699.860525,4166.94708
CHZUSDT,2026-05-20,7253944.45161,102372,7.524780000000001,0.045796095820800256,2.1795989537916576,2.2301516503113565,2.2099447513811254,3257,2.1835922518648836,0.0,226501.675055,121804.2873
ENJUSDT,2026-08-12,494201.8296034,9044,17.2945375,0.02482468346025672,4.123711340206017,8.227067050597554,7.898894154819374,619,0.4028248745239748,0.0,16630.7789445,4449.828264
ENJUSDT,2026-05-20,5895859.050102401,132365,22.900224,0.045177402499883904,0.8937748581141352,2.021336327906134,1.1022684690434632,8837,0.2213496006098693,0.0,205673.70011715,72114.8224512
GMTUSDT,2026-08-12,859186.81225,16700,9.99323,0.006599383203591477,3.0296146379748765,6.0402462472404626,4.452359750667158,584,1.5152931253560957,4.785392959999288,29063.0554745,6780.392882
GMTUSDT,2026-05-20,1345758.806442,31051,9.032525,0.010154859989804081,0.9921619208247499,1.9858015240326914,1.9493177387916818,1211,0.984750160025159,0.0,53854.770720500004,17292.767269
